Question_ID,Question,Best_Match_Score,Source_PDF,Page_Num,Extracted_Text
71,"Suppose the revenue expenditure is Rs.80,000 crores and the revenue receipts of the Government are Rs.60,000 crores. The Government budget also shows borrowings of Rs.10,000 crores and interest payments of Rs.6,000 crores. Which of the following statements are correct? 1. Revenue deficit is Rs.20,000 crores. II. Fiscal deficit is Rs.10,000 crores. III. Primary deficit is Rs.4,000 crores.",0.22987082600593567,November 2024 Monthly Current Affairs Magazine.pdf,13,"and 20.4%, respectively. • Municipal Borrowing: Borrowing rose from ₹2,886 crore in 2019-20 to ₹13,364 crore in 2023-24, increasing from 1.9% to 5.2% of total receipts."
72,"India is one of the founding members of the International North-South Transport Corridor (INSTC), a multimodal transportation corridor, which will connect",7.052487850189209,May 2025 Monthly Current Affairs Magazine.pdf,15,"Afghanistan and Central Asia, bypassing Pakistan’s Gwadar port and CPEC corridor. • International North-South Transport Corridor (INSTC): Established in 2000 by India, Russia and Iran, it is a multimodal transportation route linking Indian Ocean and Persian Gulf to Caspian Sea via Iran and onward to northern Europe via St. Petersburg in Russia. • India-Middle East-Europe Economic Corridor (IMEC): Launched in 2023 it aims to integrate India, Europe, MiddleEast through UAE, Saudi Arabia, Jordan, Israel and the European Union."
73,"Consider the following statements: Statement I: Of the two major ethanol producers in the world, i.e., Brazil and the United States of America, the former produces more ethanol than the latter. Statement II: Unlike in the United States of America where corn is the principal feedstock for ethanol production, sugarcane is the principal feedstock for ethanol production in Brazil.",-1.1228017807006836,March 2025 Monthly Current Affairs Magazine (1).pdf,59,"57 ©Vision IAS 5. ENVIRONMENT 5.1. BIOFUELS Why in the News? India has emerged as the world’s third-largest biofuel producer. About Biofuels • Biofuels are fuels produced from renewable resources and used in place of or blended with diesel, petrol, or other fossil fuels for transport, stationary, portable, and other applications. • Types: Categorised into four generations (refer to infographic). • Key Players: The USA is the largest producer followed by Brazil. • It includes ethanol and biodiesel blending, Compressed Biogas (CBG), Sustainable Aviation Fuels (SAF), etc. Significance of Biofuels • Environmental Benefits: Biofuels can reduce well-to-wheel emissions by up to 80% compared to their fossil fuel counterparts. o Biofuels also tackle the issue of stubble burning, by using the"
74,"The World Bank warned that India could become one of the first places where wet-bulb temperatures routinely exceed 35°C. Which of the following statements best reflect(s) the implication of the above-said report? 1. Peninsular India will most likely suffer from flooding, tropical cyclones and droughts. II. The survival of animals including humans will be affected...",-4.787787437438965,May 2024 Monthly Current Affairs Magazine.pdf,65,"compounded by wildfires and desert dust, can lead to measurable worsening air quality in a region o Soil Moisture Depletion: High temperatures cause the soil moisture to evaporate rapidly which also impacts plant growth and overall soil health. • On Economy and Society o Loss in productivity: As per the United Nations Economic and Social Commission for Asia and the Pacific (UNESCAP) study, India is expected to lose around 5.8% of daily working hours due to rising temperatures by 2030. o Induces migration: As the effects of heat waves directly affect the vulnerable sections of the society they are forced to migrate from one region to the other. o Affects crop productivity and livestock: The temperature rise directly affects the yield of the plants and life stocks adding distress to overall"
75,"A country's fiscal deficit stands at Rs.50,000 crores. It is receiving Rs.10,000 crores through non-debt creating capital receipts. The country's interest liabilities are Rs.1,500 crores. What is the gross primary deficit?",-1.011631727218628,May 2024 Monthly Current Affairs Magazine.pdf,30,"kept in the range of 20.8-25.4% of the balance sheet and rest should be transferred to government. ▪ CGRA includes its capital, reserves, risk provisions and revaluation balances which are unrealized gains, net losses resulting from movement of exchange rate, gold price or interest rate. Benefits of Surplus Transfer for Government • Reduce Fiscal Deficit: It will help the government to meet the 5.1 % fiscal deficit target it has set for the fiscal year 2024-25. • Meeting Revenue Targets: It’s an important source of non-tax receipts for the government and helps the government to spend more to ensure economic growth in the economy. • Reduce Government Borrowing: It may help government to reduce its gross borrowing for the current financial year (2024-25/FY25) by up to Rs 1 trillion or to"
76,"Which of the following statements with regard to recommendations of the 15th Finance Commission of India are correct? I. It has recommended grants of 4,800 crores from the year 2022-23 to the year 2025-26 for incentivizing States to enhance educational outcomes. II. 45% of the net proceeds of Union taxes are to be shared with States. III. 45,000 crores are to be kept as performance-based incentive... IV. It reintroduced tax effort criteria to reward fiscal performance.",0.13435353338718414,April 2024 Monthly Current Affairs Magazine.pdf,8,"years, the share of Union Finance Commission tax transfers has declined for a few States. o 15th Finance Commission has designed tax transfer formula based on population (15%), area (15%), income distance (45%), demographic transition (12.5%), forest and ecology (10%) and tax effort (2.5%). o The weightage given to the distance of per capita income adversely affects growing States. • Non-sharing of cess revenue with states: There has been a 133% rise in collection of major cesses and surcharges levied by the Union government during 2017-18 and 2022-23. o These account for about 25% of total taxes but are excluded from being distributed to the states. • Decline in grants-in-aid: Grants-in-aid to States have fallen from Rs.1,95,000 crore in 2015-16 to Rs.1,65,000 crore in 2023-24. o Besides"
77,Consider the following statements in respect of the International Bank for Reconstruction and Development (IBRD): 1. It provides loans and guarantees to middle income countries. II. It works single-handedly to help developing countries to reduce poverty. III. It was established to help Europe rebuild after the World War II.,-1.9677979946136475,May 2024 Monthly Current Affairs Magazine.pdf,17,"cooperation. o It aims to maintain international peace and security, give humanitarian assistance to those in need, protect human rights, and uphold international law. • World Bank and International Monetary Fund (IMF): Both formed in 1944 at the Bretton Woods Conference, to support economic reconstruction and development in the aftermath of WW II. o The WB promotes long-term economic development and poverty reduction. o IMF aims to establish a new international monetary and financial system. • World Trade Organization (WTO): WTO was formed in 1995 in the background of gradual liberalization of international trade and the transition from the General Agreement on Tariffs and Trade (GATT) framework. o WTO aims to facilitate the liberalization of international trade by reducing tariffs,"
78,"Consider the following statements in respect of RTGS and NEFT: I. In RTGS, the settlement time is instantaneous while in case of NEFT, is takes some time to settle payments. II. In RTGS, the customer is charged for inward transactions while that is not the case for NEFT. III. Operating hours for RTGS are restricted on certain days while this is not true for NEFT.",0.04577064886689186,January 2025 Monthly Current Affairs Magazine.pdf,49,"Time Gross Settlement (RTGS), National Electronic Funds Transfer (NEFT), UPI etc. • Inclusion of INR in Continuous Linked Settlement (CLS): CLS is a global system for the settlement of foreign currency transactions on a Payment vs Payment (PvP) basis. It currently settles trades in 18 currencies. • Currency Swaps & Local Currency Settlement (LCS): It stabilises local currency, protect businesses against currency risk exposure & reduces transaction costs. • Efforts for Inclusion of INR to Special Drawing Rights (SDR) basket: SDR is an international reserve asset created by IMF in 1969 to supplement its member countries' official reserves. o Value of the SDR is calculated from a weighted basket of 5 major currencies - U.S. dollar, Euro, Japanese yen, Chinese Renminbi, & British pound. •"
79,Consider the following countries: I. United Arab Emirates II. France III. Germany IV. Singapore V. Bangladesh. How many countries amongst the above are there other than India where international merchant payments are accepted under UPI?,-3.685831069946289,June 2024 Monthly Current Affairs Magazine.pdf,66,"assessment • Categorization of countries in MER o Regular follow-up: The top most category. ✓ Only 24 including India, UK, Italy, France, and Russia (members of G20) are in this category. o Enhanced follow-up: These are countries with significant deficiencies. ✓ Includes even developed countries like the US, Australia, and several European nations. o ICRG review: For High-risk and other monitored jurisdictions ✓ These have a one-year Observation Period to address deficiencies. ✓ Failure to address deficiencies may result placement of the countries in the Black or Grey list."
80,Consider the following statements about 'PM Surya Ghar Muft Bijli Yojana': I. It targets installation of one crore solar rooftop panels in the residential sector. II. The Ministry of New and Renewable Energy aims to impart training on installation... III. It aims to create more than three lakhs skilled manpower...,4.103039741516113,October 2024 Monthly Current Affairs Magazine.pdf,74,"71 ©Vision IAS 5.3.10. PM-SURYA GHAR: MUFT BIJLI YOJANA Centre notifies guidelines for ‘Innovative Projects’ component under PM-Surya Ghar: Muft Bijli Yojana. • Ministry of New and Renewable Energy has notified operational guidelines to encourage advancements in rooftop solar technologies, business models, and integration techniques. • Earlier guidelines had been issued for other subcomponents such as Model solar village etc. About ‘Innovative Projects’ Component • Objective: To support startups, institutions, and industries in piloting new concepts, with a focus on emerging solutions like blockchain-based peer-to-peer solar trading, etc. • Eligibility/Target Group: Any entity or individual and International Cooperation (Taking up joint research and design.) • Tenure: Project will have a"
81,"Which reference to the Indian polity, consider the following statements: 1. An Ordinance can amend any Central Act. II. An Ordinance can abridge a Fundamental Right. III. An Ordinance can come into effect from a back date.",-4.398155212402344,January 2025 Monthly Current Affairs Magazine.pdf,20,"17 ©Vision IAS • As per this doctrine, there cannot be more than one decree or operative order governing the same subject matter at a given point in time. • Hence, once the superior court disposes of a case whether by setting aside, modifying, or confirming the lower court's decree, the superior court's order becomes the final, binding, and operative, merging the lower court's decision into it. 1.6.5. STATE CONSENT FOR CBI Supreme Court held that CBI does not require sanction of a state government to register a case under a Central legislation like the Prevention of Corruption Act against a Central government employee posted in state concerned. • This overturned an Andhra Pradesh High Court decision that had dismissed cases against central employees due to lack of state consent. About"
82,"Consider the following pairs: State - Description: 1. Arunachal Pradesh: The capital is named after a fort, and the State has two National Parks. II. Nagaland: The State came into existence on the basis of reorganisation of the states.",-6.122944355010986,June 2024 Monthly Current Affairs Magazine.pdf,7,"Aayog in national policy formulation that transcends coalition politics. 1.2. DEMAND FOR NEW STATES Why in the news? Recently, June 2 marks the ten years of formation of Telangana State. More on the news • Andhra Pradesh Reorganisation Act, 2014, reorganizes the state of Andhra Pradesh by creating a separate state called Telangana with Hyderabad as its capital. • The move for a separate Telangana state was motivated by perceived regional inequality in the development. • Recently, Bhil tribe demanded an independent tribal state i.e., Bhil Pradesh, comprising parts of Rajasthan, Madhya Pradesh, Gujarat, and Maharashtra. Procedure for Formation of New States • Article 3: Provisions for formation of new States and alteration of areas, boundaries or names of existing States. As per this, o"
84,"Consider the following statements: 1. The Constitution of India explicitly mentions that in certain spheres the Governor of a State acts in his/her own discretion. II. The President of India can, of his/her own, reserve a bill passed by a State Legislature for his/her consideration without it being forwarded by the Governor of the State concerned.",1.024198293685913,April 2025 Monthly Current Affairs Magazine (1).pdf,11,"8 ©Vision IAS o However, withholding assent or reserving a Bill using the Governor’s discretion can be challenged in court, as this discretion is limited by the Constitution. > If the Governor acts against the advice of the State Council and reserves a Bill for the President, the State Government can challenge it in the High Court or the Supreme Court. > If the President then withholds assent, that action can also be challenged in the Supreme Court. • President should consult the Supreme Court on Bills reserved for unconstitutionality: If a Governor reserves a Bill for the President's assent due to concerns of unconstitutionality: o The President should seek the Supreme Court’s opinion under Article 143 (President’s power to seek advisory opinions from the Supreme Court on questions of law"
85,Consider the following pairs: Provision in the Constitution of India - Stated under: 1. Separation of Judiciary from the Executive in the Public Services of the State: The Directive Principles of the State Policy. II. Valuing and preserving of the rich heritage of our composite culture: The Fundamental Duties. III. Prohibition of employment of children below the age of 14 years in factories: The Fundamental Rights.,0.33996495604515076,April 2025 Monthly Current Affairs Magazine (1).pdf,7,"4 ©Vision IAS 1. POLITY AND GOVERNANCE 1.1. SEPARATION OF POWERS Why in the News? Vice President of India emphasized on the principle of Separation of Power and stated that in a democracy, governance should be only by executive – the government – which is elected by the people and is accountable to them. More on the News • Vice President emphasized that principle of separation of powers necessitates clear demarcation of responsibilities to prevent institutional overreach. • He stated that any incursion by the Legislature, Executive, or Judiciary in the domain of the other poses a challenge. Idea behind the Separation of Powers • Idea: Separation of Powers means demarcation of authorities and duties into three branches of government – Executive, Legislature and Judiciary. o The executive"
86,"With reference to the Constitution of India, if an area in a State in declared as Scheduled Area under the Fifth Schedule: 1. the State Government loses its executive power in such areas... II. the Union Government can take over the total administration of such areas...",-1.8161518573760986,April 2025 Monthly Current Affairs Magazine (1).pdf,11,"report within two years. • Tamil Nadu has made the committee claiming erosion of State’s right and negligence of the fact that India is a Union of States and not a unitary states. Federal Scheme of the Indian Constitution • India is a union of states, with the states lacking the right to secede from the Union. o There are common institutions and instruments between the Union and States, such as a single constitution, single citizenship, common all-India services, common election commission and a single unified judiciary. • Division of Legislative Powers o Article 246 Article 246 of the Constitution confers legislative powers on the Parliament and the State Legislatures on the subjects enumerated in the Seventh Schedule. > Union list consisting of 97 entries > State list consisting of 66"
87,"With reference to India, consider the following pairs: Organization - Union Ministry: 1. The National Automative Board: Ministry of Commerce and Industry. II. The Coir Board : Ministry of Heavy Industries. III. The National Centre for Trade Information: Ministry of Micro, Small and Medium Enterprises.",-3.528069019317627,August 2024 Monthly Current Affairs Magazine.pdf,71,"67 ©Vision IAS • Nodal Department: Department for Promotion of Industry and Internal Trade (DPIIT), Ministry of Commerce and Industry. • Governing Council: o 39 members including the Chairperson and Secretary General with equal representation of Government, Industry and other Stakeholders. o Chairperson is nominated by the Prime Minister. • Role of QCI o National Accreditation Body (NAB): To promote quality through the National Quality Campaign in line with global standards. o Create a mechanism for third-party assessment of products, services and processes. o Improve the quality of life and wellbeing of the citizens of India. 3.8.17. LITHIUM RESERVES IN INDIA Atomic Minerals Directorate for Exploration and Research has established 1,600 tonnes of Lithium resources in Mandya district. •"
88,"Consider the following subjects under the Constitution of India: 1. List I-Union List, in the Seventh Schedule. II. Extent of the executive power of a State. III. Conditions of the Governor's office. For a constitutional amendment with respect to which of the above, ratification by the Legislatures of not less than one-half of the States is required...?",1.4610657691955566,April 2025 Monthly Current Affairs Magazine (1).pdf,11,"in the Seventh Schedule. > Union list consisting of 97 entries > State list consisting of 66 entries > Concurrent list consisting of 47 entries Previous committees and their recommendations • Rajamannar Committee (1969): Appointed by the Tamil Nadu Government, it recommended for a High Power Commission to be constituted for the redistribution of the three lists. • Anandpur Sahib Resolution (1973): Demanded Centre’s powers to be restricted only to defence, foreign affairs, communication, currency, etc., with all other powers vested in the states. • West Bengal Memorandum (1977): Demanded the removal of Article 356 (President’s Rule) and the inclusion of the word “Federal” in the Constitution."
89,"With reference to the Indian polity, consider the following statements: 1. The Governor of a State is not answerable to any court for the exercise and performance of the powers and duties of his/her office. II. No criminal proceedings shall be instituted or continued against the Governor during his/her term of office. III. Members of a State Legislature are not liable to any proceedings in any court in respect of anything said within the House.",0.27312928438186646,April 2025 Monthly Current Affairs Magazine (1).pdf,10,"avoid arbitrariness. The Court introduced time limits to prevent misuse of powers. • Governor Lacks Absolute Discretion Under Article 200: Article 163 (1) provides for the Council of Ministers to aid and advise the Governor, except in situations where the Governor is constitutionally required to act on his/her discretion. o Under Article 200, the Governor does not possess any discretion in the exercise of his functions and has to mandatorily abide by the advice tendered by the Council of Ministers except in following situations: > Second proviso to Article 200 (i.e., State Bills that would derogate the powers of the High Court must be reserved for the President). > State Bills which will not become effective without assent of President ü Bills imposing taxes on water or electricity in"
90,"Consider the following activities: 1. Production of crude oil II. Refining, storage and distribution of petroleum III. Marketing and sale of petroleum products IV. Productions of natural gas. How many of the above activities are regulated by the Petroleum and Natural Gas Regulatory Board in our country?",-2.3256216049194336,December 2024 Monthly Current Affairs Magazine.pdf,49,"46 ©Vision IAS o Rule-making powers of Central Government: Grants powers for merging petroleum leases, sharing production/ processing facilities, environmental protection and emission reduction, alternative dispute resolution mechanisms. o Decriminalization of offences: Replaces imprisonment and minor fines with a penalty of ₹25 lakh for violations. o Adjudication of penalties: Designates a Joint Secretary or above as Adjudicating Authority; appeals handled by Petroleum and Natural Gas Board Regulatory Board (PNGRB) Tribunal under the 2006 Act. PNGRB regulates refining, transport, storage, and sale of petroleum and natural gas. How Will the Oilfields Amendment Bill Shape the Future of Oil Exploration? • Encourages domestic production and reduce import dependency: Currently, India imports"
91,"The Civil Disobedience Movement was started by Gandhi on 12th March, 1930 with his famous Dandi March. Together with 78 chosen followers, Gandhi walked nearly 375 Kms from Sabarmati Ashram to Dandi...",-1.6762418746948242,April 2024 Monthly Current Affairs Magazine.pdf,131,"Satyagrahis. ✓ Christian and Muslim leaders also supported the movement • The Vaikom Satyagraha was officially withdrawn on November 30, 1925 after consultations between Gandhi and W.H. Pitt, the then police commissioner of Travancore. Associated Leaders & support • T.K. Madhavan, K.P. Kesava Menon and K. Kelappan (also known as Kerala Gandhi) are considered the pioneers of the Vaikom Satyagraha movement. o Issue of temple entry was first raised by Ezhava leader T K Madhavan in a 1917 editorial in his paper Deshabhimani. o In 1921, the Travancore Congress Committee, led by T.K. Madhavan, launched a campaign to have the ban lifted. o In the 1923 session of the INC in Kakinada, a resolution was passed by the Kerala Provincial Congress Committee to take up anti-untouchability as a key issue."
92,"The famous female figurine known as 'Dancing Girl', found at Mohenjo-daro, is made of",3.4033987522125244,September 2024 Monthly Current Affairs Magazine.pdf,134,"amulets, as form of identification, for educational purposes as well. o Iron was not known to the people. Arts • Bronze Casting: Harappa used ‘lost wax’ technique or Cire Perdue for bronze casting. E.g., ‘Dancing Girl’ standing in a ‘tribhanga’ dancing posture. • Stone Statues: Bearded man (made of Steatite) found in Mohenjo-daro interpreted as a priest. Red sandstone figure of a male torso (found in Harappa). • Terracotta Figures: E.g., Mother Goddess, mask of horned deity, toys, etc Trade and Commerce • Internal and foreign trade: The use of standardized weights and measures facilitated trade and commerce. • Foreign trade was mainly conducted with Mesopotamia, Afghanistan and Iran. o Mesopotamian records called Indus region as Meluha and mentions two intermediate trading stations i.e.,"
93,"""Sedition has become my religion"" was the famous statement given by Gandhiji at the time of",-4.816515922546387,October 2024 Monthly Current Affairs Magazine.pdf,123,"It was a tool to attain the ultimate end i.e., Truth. His concept of non-violence was a positive one that propagated love for selfless action as opposed to the idea of non-injury or non-killing. o He held truth as a sovereign principle to be attained not only in words but in thought as well. • Concern for Nature: He spoke against the evils of large-scale urbanisation and called for the conservation of nature and biodiversity. o According to him, “The Earth has enough resources for our needs but not for our greed.” • Altruism or Self-Sacrifice: Gandhi’s Talisman is an example of his altruism and compassion for others. o “Whenever you are in doubt, or when the self becomes too much, recall the face of the poorest and the weakest man you may have seen, and ask yourself, if the step you"
95,Consider the following fruits: 1. Papaya II. Pineapple III. Guava. How many of the above were introduced in India by the Portuguese in the sixteenth and seventeenth centuries?,-4.64790153503418,August 2024 Monthly Current Affairs Magazine.pdf,50,"Gross Value Added (GVA): 33% • Global Status: India ranks 2nd in fruits and vegetable production in the world after China. o According to FAO (2022), India is the largest producer of Onions, ginger and okra among vegetables and ranks 2nd in production of Potatoes, Cauliflowers, Brinjal, Cabbages, etc. o Amongst fruits, the country ranks 1st in the production of Bananas, Mangoes and Papayas. • Exports: India is ranked 14th in vegetables and 23rd in fruits."
99,Consider the following pairs : Country - Resource-rich in: I. Botswana : Diamond II. Chile : Lithium III. Indonesia : Nickel. In how many of the above rows is the given information correctly matched?,-6.440395832061768,May 2024 Monthly Current Affairs Magazine.pdf,40,"o It will address issues relating to equity, transparency, investment, sustainability and human rights. • The panel comprises Government and intergovernmental actors including the European Union, African Union, Australia, Indonesia, Colombia, India, etc. • Critical Energy Transition Minerals are essential components in many of today’s rapidly growing clean energy technologies, from wind turbines and solar panels to electric vehicles. o E.g. copper, lithium, nickel, cobalt etc. • Challenges/Issues related to Critical Energy Transition Minerals o Geographical concentration: Few countries have major reserves; it may exacerbate geopolitical tensions and supply chain disruption. ✓ E.g. Lithium triangle- consists of Argentina, Chile and Bolivia o Unsustainable Mining and processing: It can lead"
100,Consider the following pairs : Region - Country: I. Mallorca : Italy II. Normandy : Spain III. Sardinia : France. In how many of the above rows is the given information correctly matched?,-8.889671325683594,June 2024 Monthly Current Affairs Magazine.pdf,66,"assessment • Categorization of countries in MER o Regular follow-up: The top most category. ✓ Only 24 including India, UK, Italy, France, and Russia (members of G20) are in this category. o Enhanced follow-up: These are countries with significant deficiencies. ✓ Includes even developed countries like the US, Australia, and several European nations. o ICRG review: For High-risk and other monitored jurisdictions ✓ These have a one-year Observation Period to address deficiencies. ✓ Failure to address deficiencies may result placement of the countries in the Black or Grey list."
